"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",648,649,-0.154
"Jan. Mean Flow",882,894,-1.36
"Feb. Mean Flow",1140,1090,4.39
"Mar. Mean Flow",1210,1180,2.48
"Apr. Mean Flow",1030,885,14.1
"May Mean Flow",485,518,-6.8
"Jun. Mean Flow",330,327,0.909
"Jul. Mean Flow",207,244,-17.9
"Aug. Mean Flow",476,463,2.73
"Sep. Mean Flow",750,795,-6
"Oct. Mean Flow",330,399,-20.9
"Nov. Mean Flow",368,412,-12
"Dec. Mean Flow",615,610,0.813
