"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",59,1.35,4.1,10.5,27.5,42,36,22.5,11.5,3.3,1.07,1.55,1.6,108,110,160,87.5,45.6,22.6,16.8,32.7,21.4,9.77,55.2,41.6,0,0.13,-3.58e-15,0.157,0,0.276,0.00633,1.5,1.7,9.36,0.000146,1987,0,0.531,20,202,761,2.6,18.5,48,96,123,441,336,994,174,112,71,77,78,30.5,3010,1550,1820,847,948,434,452,182,270,133,97.1622465753425
"Model",59,3.01,6.13,16,28.4,48.8,32.8,19.2,12.1,6.44,3.74,2.98,2.79,103,108,156,88.6,45.3,21,15.9,38.8,23.5,17.1,50.5,43.1,0.125,1.79,0.139,1.95,0.194,2.16,1.02,3.92,3.81,10.6,0.346,1987,1.16,2.74,23.8,206,600,0.01,22.4,33.1,84.1,99.7,480,406,798,161,126,43.9,24.6,155,37.4,3380,1510,1880,777,898,433,351,208,257,134,88.8924759184963
"Pct. Error",0,-123,-49.5,-52.4,-3.27,-16.2,8.89,14.7,-5.22,-95.2,-250,-92.3,-74.4,4.63,1.82,2.5,-1.26,0.658,7.08,5.36,-18.7,-9.81,-75,8.51,-3.61,-Inf,-1280,3.88e+15,-1140,-Inf,-683,-16000,-161,-124,-13.2,-237000,0,-Inf,-416,-19,-1.98,21.2,99.6,-21.1,31,12.4,18.9,-8.84,-20.8,19.7,7.47,-12.5,38.2,68.1,-98.7,-22.6,-12.3,2.58,-3.3,8.26,5.27,0.23,22.3,-14.3,4.81,-0.752,8.51
