"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",3830,1060,1060,1050,1080,1160,1400,1360,1720,1750,1390,1120,1090,4440,5210,5790,5290,4300,3790,2840,2580,2690,2490,3310,3320,754,917,787,964,793,1070,810,1340,990,2000,860,2002,858,989,2820,9930,17800,1220,1840,4130,7360,7420,8750,10700,12300,12200,9120,6410,4870,4800,4630,74000,35800,49300,22000,27800,15000,14500,8110,10500,6760,1708.21095890411
"Model",3960,1230,1330,2450,2420,3640,4160,1740,1380,2150,3760,2370,1570,4470,5180,5840,4630,3270,3940,4330,3630,2880,2970,3060,3410,1030,1090,1030,1100,1030,1130,1040,1240,1070,2020,1040,2002,1050,1120,3230,9820,14400,1040,3290,2180,2710,3640,7590,5470,7540,5780,4010,4740,4920,4330,2740,21100,13900,20000,13600,18200,12600,13600,9090,10300,6710,1970.22826312551
"Pct. Error",-3.39,-16,-25.5,-133,-124,-214,-197,-27.9,19.8,-22.9,-171,-112,-44,-0.676,0.576,-0.864,12.5,24,-3.96,-52.5,-40.7,-7.06,-19.3,7.55,-2.71,-36.6,-18.9,-30.9,-14.1,-29.9,-5.61,-28.4,7.46,-8.08,-1,-20.9,0,-22.4,-13.2,-14.5,1.11,19.1,14.8,-78.8,47.2,63.2,50.9,13.3,48.9,38.7,52.6,56,26.1,-1.03,9.79,40.8,71.5,61.2,59.4,38.2,34.5,16,6.21,-12.1,1.9,0.74,-15.3
