"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",4980,1190,1310,1500,1710,2050,2920,2440,2990,2280,1520,1310,1250,6110,7230,8050,7280,5980,4710,3230,2960,3110,2900,4010,4440,557,1130,618,1180,646,1250,947,1540,1280,2240,852,2002,954,1210,3480,13200,25200,1250,2560,4800,7460,8320,13000,13700,17600,14600,12400,7530,5620,5500,4630,89400,40000,58600,29500,39100,20100,21100,11300,14300,8850,2510.65753424658
"Model",5020,1310,1420,2740,3170,4800,5070,2890,2180,2630,3870,2540,1600,5890,7140,7860,6250,4550,4800,4750,4050,3430,3480,3760,4410,897,1070,898,1080,899,1130,919,1360,1150,2370,931,2002,977,1210,3940,12900,19600,1100,3910,2690,3150,5760,12300,10300,11800,8760,9560,6600,5520,4960,3310,41300,23300,34800,20400,27100,16900,19300,11800,14200,8210,2537.49181652701
"Pct. Error",-0.803,-10.1,-8.4,-82.7,-85.4,-134,-73.6,-18.4,27.1,-15.4,-155,-93.9,-28,3.6,1.24,2.36,14.1,23.9,-1.91,-47.1,-36.8,-10.3,-20,6.23,0.676,-61,5.31,-45.3,8.47,-39.2,9.6,2.96,11.7,10.2,-5.8,-9.27,0,-2.41,0,-13.2,2.27,22.2,12,-52.7,44,57.8,30.8,5.38,24.8,33,40,22.9,12.4,1.78,9.82,28.5,53.8,41.8,40.6,30.8,30.7,15.9,8.53,-4.42,0.699,7.23,-1.07
