river	geom
North Anna River 39	"LINESTRING ZM (-77.566042392 37.943955046 0 99.999953,-77.566215992 37.9435433790001 0 98.116553,-77.566216325 37.9428797790001 0 95.236753,-77.565725792 37.941918646 0 90.738053,-77.565379525 37.9415525790001 0 88.753253,-77.564859525 37.941346379 0 86.754553,-77.563906391 37.941140046 0 83.358753,-77.563415391 37.9409568460001 0 81.493353,-77.563184524 37.9406821790001 0 80.061553,-77.563011591 37.9400414460001 0 77.218253,-77.562954791 37.938623045 0 71.059853,-77.56272439 37.937593378 0 66.521953,-77.5624647239999 37.937227245 0 64.699553,-77.5616851899999 37.9366320450001 0 60.978053,-77.56076079 37.9363340450001 0 57.547853,-77.5602985899999 37.936333845 0 55.959253,-77.5584207219999 37.936538978 0 49.443953,-77.557236522 37.936378178 0 45.314553,-77.556514522 37.9361261780001 0 42.602753,-77.556139188 37.935851445 0 40.846153,-77.5556487219999 37.935119044 0 37.248453,-77.555186922 37.934707044 0 34.857653,-77.553483188 37.933813845 0 27.835253,-77.552848121 37.9334017780001 0 25.013453,-77.552617987 37.9322805780001 0 20.084053,-77.552127587 37.931456644 0 16.131153,-77.55169452 37.931159044 0 14.160453,-77.548691785 37.929555844 0 1.713453,-77.548200919 37.9294869770001 0 -4.69999999950232e-005)"
North Anna River 40	"LINESTRING ZM (-77.572940395 37.9563577820001 0 99.999953,-77.570340527 37.955052848 0 44.214953,-77.569474126 37.954343248 0 21.624653,-77.569069927 37.9537940480001 0 7.075953,-77.5689833929999 37.953565182 0 1.607953,-77.568920727 37.9535154480001 0 -4.69999999950232e-005)"
North Anna River 41	"LINESTRING ZM (-77.5760311289999 37.958303582 0 99.999953,-77.5745869949999 37.957090448 0 47.428553,-77.573546995 37.9565410490001 0 16.211553,-77.572940395 37.9563577820001 0 -4.69999999950232e-005)"
North Anna River 42	"LINESTRING ZM (-77.57984673 37.9551703810001 0 99.999953,-77.57973093 37.955833781 0 85.665653,-77.5792103969999 37.9564970480001 0 68.951453,-77.577447196 37.9578921820001 0 26.706653,-77.576580129 37.958326648 0 9.316953,-77.5760311289999 37.958303582 0 -4.69999999950232e-005)"
North Anna River 43	"LINESTRING ZM (-77.585194332 37.950001247 0 99.999953,-77.585020798 37.9502071800001 0 96.967353,-77.584125131 37.950481446 0 87.652353,-77.583402731 37.9506642470001 0 80.295953,-77.58169793 37.9507552470001 0 63.721853,-77.5808599969999 37.9509837800001 0 55.125353,-77.580368597 37.9514870470001 0 47.332653,-77.57964573 37.9525620480001 0 32.413853,-77.5795009299999 37.953042581 0 26.362253,-77.5795295299999 37.9538661810001 0 16.269553,-77.57984673 37.9551703810001 0 -4.69999999950232e-005)"
North Anna River 44	"LINESTRING ZM (-77.594121934 37.9508724460001 0 99.999953,-77.590972934 37.9497508470001 0 63.335053,-77.5899617329999 37.9495447800001 0 52.247553,-77.5871013989999 37.9494297800001 0 21.835053,-77.586523598 37.9495440470001 0 15.511053,-77.585656598 37.9498183800001 0 5.596853,-77.585425398 37.9499555800001 0 2.528853,-77.585194332 37.950001247 0 -4.69999999950232e-005)"
North Anna River 45	"LINESTRING ZM (-77.6185073409999 37.950919846 0 99.999953,-77.618362809 37.9505537790001 0 98.440253,-77.618045008 37.9502563790001 0 96.855953,-77.6163981409999 37.949341245 0 90.377253,-77.615935807 37.9492269790001 0 88.817553,-77.6152713399999 37.949204045 0 86.675753,-77.614028807 37.9496387790001 0 82.301353,-77.6119775399999 37.950004779 0 75.530253,-77.61102414 37.9503479790001 0 72.157753,-77.610561806 37.951102846 0 68.745953,-77.609290405 37.9530016460001 0 60.006053,-77.608943739 37.954008247 0 55.763053,-77.6085969389999 37.95437438 0 53.901853,-77.6082501389999 37.95451158 0 52.653553,-77.606834405 37.954763246 0 47.981453,-77.604753938 37.955380781 0 40.827053,-77.603713604 37.95551798 0 37.431053,-77.6023267369999 37.9555636470001 0 32.961553,-77.6013442029999 37.95533478 0 29.663753,-77.600390937 37.954968647 0 26.252153,-77.597155135 37.9531378470001 0 13.446253,-77.596144001 37.9524284460001 0 9.096153,-77.5950462009999 37.951490246 0 3.894853,-77.594121934 37.9508724460001 0 -4.69999999950232e-005)"
North Anna River 46	"LINESTRING ZM (-77.616022808 37.960482981 0 99.999953,-77.614924808 37.960025247 0 91.299853,-77.6141446079999 37.959407647 0 83.564753,-77.6139423399999 37.958972981 0 79.462753,-77.6138556069999 37.958721247 0 77.152153,-77.614520208 37.9579435810001 0 68.837353,-77.615618141 37.9566165800001 0 54.789553,-77.616022742 37.9555412460001 0 44.853653,-77.616514008 37.9547404470001 0 36.970053,-77.617149609 37.953985447 0 28.935053,-77.6177562089999 37.953024579 0 19.422553,-77.618362942 37.9516061790001 0 6.161353,-77.6185073409999 37.950919846 0 -4.69999999950232e-005)"
North Anna River 47	"LINESTRING ZM (-77.6185948089999 37.9618555810001 0 99.999953,-77.618305743 37.961466581 0 82.252853,-77.6178723419999 37.9611234480001 0 63.171353,-77.616658609 37.960620181 0 20.516253,-77.616022808 37.960482981 0 -4.69999999950232e-005)"
North Anna River 48	"LINESTRING ZM (-77.631976147 37.970181649 0 99.999953,-77.632004947 37.9700672490001 0 99.448253,-77.6325540129999 37.969838383 0 97.124853,-77.633103148 37.9693121820001 0 93.896653,-77.633189747 37.969106249 0 92.870153,-77.633160547 37.9681224490001 0 88.215753,-77.632957813 37.9669786490001 0 82.753053,-77.632842147 37.9662465810001 0 79.263553,-77.632552947 37.9654458480001 0 75.324653,-77.632061413 37.9649655810001 0 72.401053,-77.631223413 37.9646682480001 0 68.962453,-77.628246812 37.964416982 0 57.753453,-77.627119812 37.9646687810001 0 53.368553,-77.626542012 37.965080582 0 50.457453,-77.626050811 37.9656068480001 0 47.362553,-77.625415145 37.9661331820001 0 43.918353,-77.624721611 37.966453448 0 40.911953,-77.62333461 37.966842582 0 35.402053,-77.622120943 37.966957049 0 30.825453,-77.6215429439999 37.966888582 0 28.637153,-77.6208782099999 37.9666597820001 0 25.923053,-77.619924343 37.9660420490001 0 21.308653,-77.619201943 37.9653558480001 0 17.083653,-77.618826143 37.9648067810001 0 14.130053,-77.61873941 37.9645093820001 0 12.686453,-77.6187971419999 37.9636856490001 0 8.784453,-77.618797209 37.9623130480001 0 2.292553,-77.6185948089999 37.9618555810001 0 -4.69999999950232e-005)"
North Anna River 49	"LINESTRING ZM (-77.631919147 37.972972783 0 99.999953,-77.630676014 37.9720120490001 0 63.435553,-77.6305025469999 37.971440183 0 47.799253,-77.630704747 37.971051249 0 36.617353,-77.631195947 37.9704791820001 0 18.226953,-77.631976147 37.970181649 0 -4.69999999950232e-005)"
North Anna River 50	"LINESTRING ZM (-77.63842375 37.978141984 0 99.999953,-77.637094149 37.9780964500001 0 86.757853,-77.6364871489999 37.9779592510001 0 80.476753,-77.6360535489999 37.977753384 0 75.445753,-77.634897015 37.9764267830001 0 55.184753,-77.634839148 37.9762436500001 0 52.811753,-77.634723548 37.9762208500001 0 51.626353,-77.6345788149999 37.9756031840001 0 43.729653,-77.634058215 37.9747338490001 0 31.636253,-77.632988414 37.97343005 0 12.093353,-77.631919147 37.972972783 0 -4.69999999950232e-005)"
North Anna River 51	"LINESTRING ZM (-77.6432512169999 37.98001665 0 99.999953,-77.643164418 37.9799708510001 0 98.272753,-77.643048617 37.979376051 0 85.683653,-77.6425859509999 37.978758584 0 70.666353,-77.641776551 37.9784842500001 0 56.087453,-77.6409383499999 37.978324383 0 41.811253,-77.63842375 37.978141984 0 -4.69999999950232e-005)"
North Anna River 52	"LINESTRING ZM (-77.6423894179999 37.992439453 0 99.999953,-77.642215751 37.991958986 0 96.031553,-77.6421576179999 37.9911811870001 0 89.844253,-77.642244218 37.990906653 0 87.597353,-77.642706418 37.9900829860001 0 80.440553,-77.6428796179999 37.989579586 0 76.297553,-77.6429365509999 37.987657852 0 61.032953,-77.6427919509999 37.987360585 0 58.503453,-77.6428202179999 37.9860107850001 0 47.783253,-77.643108752 37.984638052 0 36.732553,-77.643281152 37.9824187840001 0 19.076153,-77.6432512169999 37.98001665 0 -4.69999999950232e-005)"
North Anna River 53	"LINESTRING ZM (-77.653808822 37.9935797860001 0 99.999953,-77.649993154 37.9940157870001 0 67.779253,-77.648085153 37.994085054 0 51.816253,-77.643545952 37.993056853 0 12.356053,-77.643054552 37.9928967870001 0 7.914853,-77.6425338179999 37.992416453 0 1.231053,-77.6423894179999 37.992439453 0 -4.69999999950232e-005)"
North Anna River 54	"LINESTRING ZM (-77.665403758 37.9969150530001 0 99.999953,-77.664825559 37.9969152530001 0 96.799353,-77.663062425 37.9975567870001 0 86.057353,-77.6621085579999 37.997694387 0 80.690253,-77.661501358 37.9976947870001 0 77.329153,-77.6608361569999 37.997306053 0 72.751853,-77.6606914239999 37.997100253 0 71.104353,-77.660400424 37.9941948520001 0 50.717553,-77.6601393559999 37.9928681860001 0 41.325753,-77.659560757 37.992159186 0 35.421953,-77.659329423 37.992044853 0 33.912153,-77.658577623 37.991885052 0 29.602753,-77.657855023 37.9918624520001 0 25.599453,-77.6568725559999 37.992457652 0 18.750053,-77.655571956 37.9930528530001 0 10.433053,-77.653808822 37.9935797860001 0 -4.69999999950232e-005)"
North Anna River 55	"LINESTRING ZM (-77.6680647599999 37.9986066540001 0 99.999953,-77.66803556 37.998194987 0 86.879553,-77.667398826 37.997417453 0 57.396153,-77.66670476 37.9970059870001 0 35.557753,-77.665432558 37.9968235860001 0 2.99955300000011,-77.665403758 37.9969150530001 0 -4.69999999950232e-005)"
North Anna River 56	"LINESTRING ZM (-77.684498032 38.008222188 0 99.999953,-77.680159831 38.0072862550001 0 79.685753,-77.677585629 38.0065324550001 0 67.285153,-77.671800428 38.004109987 0 37.714453,-77.671048361 38.0036526540001 0 33.429153,-77.670353961 38.0031268540001 0 29.086753,-77.668039226 38.0004280540001 0 10.463753,-77.66795236 38.0001601870001 0 8.884753)"
North Anna River 57	"LINESTRING ZM (-77.66795236 38.0001601870001 0 8.884753,-77.6680647599999 37.9986066540001 0 -4.69999999950232e-005)"
North Anna River 58	"LINESTRING ZM (-77.6876783659999 38.007968788 0 99.999953,-77.685770033 38.0079926550001 0 40.602753,-77.684498032 38.008222188 0 -4.69999999950232e-005)"
North Anna River 59	"LINESTRING ZM (-77.702169038 38.012581255 0 99.999953,-77.7007812369999 38.0126279890001 0 92.487953,-77.70008697 38.0123310550001 0 88.219953,-77.69918977 38.0115309880001 0 80.909053,-77.69861057 38.0106848550001 0 74.331653,-77.69866837 38.0105933880001 0 73.632753,-77.698204769 38.009655588 0 66.749653,-77.696410036 38.0076664540001 0 50.044253,-77.695947036 38.0073236540001 0 46.614853,-77.695166235 38.0070723870001 0 42.056153,-77.694269968 38.0070729870001 0 37.208753,-77.692478035 38.007897588 0 25.997453,-77.689615767 38.0080363880001 0 10.488253,-77.6876783659999 38.007968788 0 -4.69999999950232e-005)"
North Anna River 60	"LINESTRING ZM (-77.713880375 38.012961988 0 99.999953,-77.7120298409999 38.0130319880001 0 84.797753)"
North Anna River 61	"LINESTRING ZM (-77.7120298409999 38.0130319880001 0 84.797753,-77.71165364 38.012849255 0 81.175453,-77.71058364 38.0126898550001 0 72.241153,-77.708907239 38.013240189 0 57.347953,-77.707085573 38.013264255 0 42.398053,-77.705755572 38.013425388 0 31.357353,-77.705263838 38.0133112550001 0 27.152353,-77.704019972 38.0127401880001 0 15.351653,-77.703267838 38.012603588 0 9.019353,-77.702169038 38.012581255 0 -4.69999999950232e-005)"
North Anna River 62	"LINESTRING ZM (-77.984715131 38.1214014670001 0 99.999953,-77.983787731 38.1208306 0 77.381253,-77.981586063 38.1200550670001 0 31.003853,-77.9800509299999 38.1196678 0 -4.69999999950232e-005)"
North Anna River 63	"LINESTRING ZM (-77.994402334 38.130929468 0 99.999953,-77.994431135 38.1308150020001 0 99.197953,-77.9933869339999 38.129878268 0 90.620353,-77.992633734 38.129673268 0 86.295553,-77.992401867 38.1294448680001 0 84.283553,-77.9923433339999 38.129147602 0 82.216053,-77.9921694669999 38.1290334010001 0 80.988553,-77.990952266 38.1284856680001 0 73.383753,-77.990024066 38.1275030680001 0 64.958053,-77.990022666 38.1266798010001 0 59.300253,-77.990656933 38.125123667 0 48.065153,-77.990482866 38.1248722670001 0 46.095853,-77.990163733 38.1245066010001 0 43.043453,-77.989758132 38.1243926670001 0 40.706453,-77.988831932 38.124576667 0 35.521453,-77.9875869319999 38.1246008 0 28.760253,-77.987094132 38.1242582670001 0 25.196653,-77.986454931 38.123000867 0 15.884453,-77.985383064 38.1225902 0 9.416853,-77.984977064 38.1222246 0 6.074453,-77.984715931 38.1219048 0 3.459053,-77.984715131 38.1214014670001 0 -4.69999999950232e-005)"
North Anna River 64	"LINESTRING ZM (-78.055102754 38.1390704 0 99.999953,-78.054147153 38.1388866670001 0 97.799053,-78.052670886 38.138222467 0 93.996953,-78.049400152 38.136619 0 85.382053,-78.0476634839999 38.1358628670001 0 80.944053,-78.046447351 38.1356332670001 0 78.145753,-78.042740549 38.1356076 0 69.849753,-78.041436682 38.1362014010001 0 66.481453,-78.040451682 38.136429401 0 64.184353,-78.0395539479999 38.136428601 0 62.175253,-78.039090749 38.1362680670001 0 61.043253,-78.0391201479999 38.135970801 0 60.198353,-78.039439349 38.135490668 0 58.661853,-78.039439548 38.1352162680001 0 57.884353,-78.039295082 38.135010267 0 57.217153,-78.0390635489999 38.134918601 0 56.637553,-78.0370359469999 38.1352600010001 0 51.997753,-78.033820147 38.1361950680001 0 44.328753,-78.03312468 38.1364690010001 0 42.589553,-78.032457946 38.136925868 0 40.614153,-78.031153079 38.1381828020001 0 36.008653,-78.030282679 38.1392800020001 0 32.340053,-78.029760945 38.1395996690001 0 30.862353,-78.029587079 38.139622402 0 30.467953,-78.029384546 38.1394392020001 0 29.778853,-78.0292405449999 38.138935868 0 28.316753,-78.028690879 38.1385236680001 0 26.620553,-78.0259411449999 38.1374920690001 0 19.808053,-78.025622877 38.1372630010001 0 18.844453,-78.0254499439999 38.136736802 0 17.304053,-78.0251028769999 38.136416201 0 16.108953,-78.024755477 38.136393002 0 15.328653,-78.024436344 38.136781468 0 14.016553,-78.023158143 38.1392964020001 0 6.338153,-78.0223729429999 38.1414456690001 0 -4.69999999950232e-005)"
North Anna River 65	"LINESTRING ZM (-78.067756157 38.142074601 0 99.999953,-78.067379691 38.142005667 0 97.286553,-78.065208157 38.141318201 0 80.859853,-78.0647160899999 38.1409748680001 0 76.249553,-78.06407969 38.1402196670001 0 68.184553,-78.0636453559999 38.140082201 0 64.899053,-78.060806955 38.1402406010001 0 44.919053,-78.0594454879999 38.1404914010001 0 35.102753,-78.058837288 38.140491001 0 30.832153,-78.0577371539999 38.1401242680001 0 22.447553,-78.056376954 38.139116868 0 9.354453,-78.056029554 38.1390022680001 0 6.710853,-78.055218686 38.1390018010001 0 1.017153,-78.055102754 38.1390704 0 -4.69999999950232e-005)"
North Anna River 66	"LINESTRING ZM (-78.093527899 38.1515786690001 0 99.999953,-78.093064565 38.1515098680001 0 98.583453,-78.091297899 38.150891669 0 92.777753,-78.0891550979999 38.149724269 0 84.956253,-78.0880259639999 38.148877602 0 80.277953,-78.087707764 38.1482140680001 0 77.578453,-78.087679098 38.147710868 0 75.662053,-78.087447697 38.147344801 0 74.105353,-78.087158097 38.1470930680001 0 72.811353,-78.0864340969999 38.1469556010001 0 70.573953,-78.084985896 38.1469090680001 0 66.219053,-78.082349963 38.1470682680001 0 58.275753,-78.081336295 38.1468848010001 0 55.151053,-78.080988895 38.1466788010001 0 53.845753,-78.0808732949999 38.1462898010001 0 52.325453,-78.080961095 38.145077601 0 47.705953,-78.0806138949999 38.1446200010001 0 45.676253,-78.0802374949999 38.1443910680001 0 44.248753,-78.078905294 38.1441846010001 0 40.169453,-78.078268295 38.1439554680001 0 38.066153,-78.0778918939999 38.143726601 0 36.638853,-78.07742916 38.142857201 0 33.050653,-78.077023961 38.1424910010001 0 31.200353,-78.076531894 38.1421934 0 29.338053,-78.075924093 38.141712867 0 26.753853,-78.0750264929999 38.1413234670001 0 23.676553,-78.074302293 38.1413918 0 21.484853,-78.0725349589999 38.1420542010001 0 15.606553,-78.070333292 38.1426936010001 0 8.557753,-78.069348491 38.1427616010001 0 5.587253,-78.067958757 38.142303267 0 1.061853,-78.067756157 38.142074601 0 -4.69999999950232e-005)"
North Anna River 67	"LINESTRING ZM (-77.9997229369999 38.1363900690001 0 99.999953,-77.998899936 38.1359564690001 0 89.367953,-77.997710936 38.135065803 0 71.756753,-77.996957735 38.1349522020001 0 63.515653,-77.996609669 38.1346096030001 0 57.538653,-77.996290469 38.1341982020001 0 50.973353,-77.9959120679999 38.1331464020001 0 36.095353,-77.995911468 38.132757602 0 30.805153,-77.995707668 38.132140201 0 22.123653,-77.994576267 38.1309520680001 0 1.894553,-77.994402334 38.130929468 0 -4.69999999950232e-005)"
North Anna River 68	"LINESTRING ZM (-77.999722936 38.1355210030001 0 3.830853,-77.9997229369999 38.1363900690001 0 -4.69999999950232e-005)"
North Anna River 69	"LINESTRING ZM (-78.0223729429999 38.1414456690001 0 99.999953,-78.0220541429999 38.141651203 0 98.567253,-78.021445676 38.1418108030001 0 96.335253,-78.021243076 38.141742003 0 95.567453,-78.020751343 38.1413068700001 0 92.996553,-78.0204617429999 38.1412838030001 0 91.983153,-78.019273542 38.14174007 0 87.383553,-78.0185206749999 38.141739403 0 84.762553,-78.017681276 38.141372469 0 81.422553,-78.017161742 38.1402970030001 0 76.348553,-78.016640942 38.139930469 0 73.920053,-78.0154540739999 38.1396090690001 0 69.551853,-78.013051074 38.139240602 0 61.029653,-78.0123554739999 38.1394914690001 0 58.367353,-78.011862473 38.139902803 0 55.870653,-78.0113989399999 38.140016669 0 54.180653,-78.0105010729999 38.140061603 0 51.048453,-78.009574673 38.1398318030001 0 47.667953,-78.008793872 38.139213403 0 43.818253,-78.007896672 38.1388694030001 0 40.346053,-78.0063036719999 38.1389820690001 0 34.777853,-78.005203071 38.138980803 0 30.946053,-78.003871738 38.138521869 0 25.888753,-78.00248147 38.1386346690001 0 21.023053,-78.002336871 38.138565869 0 20.435353,-78.002076737 38.1381768030001 0 18.495853,-78.00184647 38.1374218030001 0 15.072653,-78.00158647 38.1371012020001 0 13.394353,-77.9999673359999 38.135635602 0 4.820353,-77.999722936 38.1355210030001 0 3.830853)"
North Anna River 70	"LINESTRING ZM (-77.568920727 37.9535154480001 0 99.999953,-77.568838994 37.9534507820001 0 99.191353,-77.5679157929999 37.9510252470001 0 76.802053,-77.5673387259999 37.949766647 0 64.968153,-77.566790393 37.9489428470001 0 56.737953,-77.565606392 37.9477983800001 0 43.662353,-77.564133591 37.946768246 0 29.909553,-77.5640181909999 37.94647078 0 27.159353,-77.564307925 37.945464246 0 18.035353,-77.566042392 37.943955046 0 -4.69999999950232e-005)"
North Anna River 71	"LINESTRING ZM (-77.936060249 38.114102067 0 99.999953,-77.929526913 38.115290268 0 47.091653,-77.9248084449999 38.1144594 0 8.941153,-77.923864512 38.1149544670001 0 -4.69999999950232e-005)"
North Anna River 72	"LINESTRING ZM (-77.9045939059999 38.1095976 0 99.999953,-77.900256505 38.1088860680001 0 69.668253,-77.897108037 38.1103238010001 0 44.769053,-77.895908436 38.110526201 0 36.370253,-77.893545503 38.1114450680001 0 18.338053,-77.891804502 38.1111848680001 0 6.206253,-77.891049235 38.111580868 0 -4.69999999950232e-005)"
North Anna River 73	"LINESTRING ZM (-77.923864512 38.1149544670001 0 99.999953,-77.920624844 38.1167608010001 0 85.063153,-77.919930644 38.116911601 0 82.351053,-77.918664244 38.1167226680001 0 77.496353,-77.91790911 38.1171188020001 0 74.081853,-77.9163319099999 38.117519402 0 67.841153,-77.914748909 38.1172832010001 0 61.772753,-77.914109909 38.1165518020001 0 57.535453,-77.913386642 38.113518201 0 42.817153,-77.912522509 38.112371468 0 36.453953,-77.9109397079999 38.1121352010001 0 30.385853,-77.909204307 38.1125122010001 0 23.605653,-77.9071465059999 38.112204868 0 15.716353,-77.9045939059999 38.1095976 0 -4.69999999950232e-005)"
