"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",34,9.53,72
"5% Non-Exceedance",42,22.9,45.5
"50% Non-Exceedance",154,219,-42.2
"95% Non-Exceedance",1070,1110,-3.74
"99% Non-Exceedance",2430,2470,-1.65
"Sept. 10% Non-Exceedance",18,38,-111
