"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",511,56,124,153,212,349,336,283,152,99,56,52,48,708,786,1030,771,500,335,207,235,437,216,450,477,2.19,30,2.22,33,2.57,36.5,10.2,62.3,23,125,11.3,2002,17.2,39,252,1690,5340,33.2,208,551,1220,1870,2890,2980,3370,3330,1260,592,465,609,274,15400,7580,12300,6400,7830,3380,2990,1470,2110,973,111.473178082192
"Model",512,52.7,97.2,138,230,340,310,223,136,90.7,62.5,48.7,52.6,675,855,1070,785,459,307,178,242,472,269,392,467,8.41,33.5,8.52,35.3,9,39.2,12.2,58.3,29.1,93.7,14.1,2002,17.4,38.6,254,1730,4460,26,237,320,1120,1170,1710,1560,2710,2570,708,270,320,446,317,15700,6440,12900,5320,9140,3480,3270,1430,2210,970,170.187023829178
"Pct. Error",-0.196,5.89,21.6,9.8,-8.49,2.58,7.74,21.2,10.5,8.38,-11.6,6.35,-9.58,4.66,-8.78,-3.88,-1.82,8.2,8.36,14,-2.98,-8.01,-24.5,12.9,2.1,-284,-11.7,-284,-6.97,-250,-7.4,-19.6,6.42,-26.5,25,-24.8,0,-1.16,1.03,-0.794,-2.37,16.5,21.7,-13.9,41.9,8.2,37.4,40.8,47.7,19.6,22.8,43.8,54.4,31.2,26.8,-15.7,-1.95,15,-4.88,16.9,-16.7,-2.96,-9.36,2.72,-4.74,0.308,-52.7
