"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",287,289,-0.697
"Jan. Mean Flow",368,414,-12.5
"Feb. Mean Flow",534,612,-14.6
"Mar. Mean Flow",505,536,-6.14
"Apr. Mean Flow",308,310,-0.649
"May Mean Flow",325,162,50.2
"Jun. Mean Flow",228,184,19.3
"Jul. Mean Flow",138,112,18.8
"Aug. Mean Flow",120,115,4.17
"Sep. Mean Flow",94.5,118,-24.9
"Oct. Mean Flow",226,365,-61.5
"Nov. Mean Flow",292,216,26
"Dec. Mean Flow",319,336,-5.33
