"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",21400,16000,25.2
"Med. 1 Day Max",6610,6580,0.454
"Max. 3 Day Max",10900,9010,17.3
"Med. 3 Day Max",4600,4300,6.52
"Max. 7 Day Max",6310,5420,14.1
"Med. 7 Day Max",3030,2830,6.6
"Max. 30 Day Max",3010,2850,5.32
"Med. 30 Day Max",1620,1400,13.6
"Max. 90 Day Max",2180,2150,1.38
"Med. 90 Day Max",1150,1030,10.4
