"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",1440,1260,12.5
"Feb. High Flow",4140,2640,36.2
"Mar. High Flow",3850,2720,29.4
"Apr. High Flow",4740,5770,-21.7
"May High Flow",6070,5280,13
"Jun. High Flow",8060,7820,2.98
"Jul. High Flow",5500,5250,4.55
"Aug. High Flow",3890,4380,-12.6
"Sep. High Flow",2430,2330,4.12
"Oct. High Flow",2320,1850,20.3
"Nov. High Flow",2200,1410,35.9
"Dec. High Flow",1930,1520,21.2
