"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",1880,610,754,943,781,1300,1540,1540,1400,1110,857,685,587,2210,2490,2810,2620,2100,1860,1390,1250,1340,1200,1640,1710,283,486,298,505,317,524,398,654,524,1000,362,1988,397,532,1390,4540,9300,558,1210,1440,4140,3850,4740,6070,8060,5500,3890,2430,2320,2200,1930,57800,18300,31000,11900,17100,7810,6560,4050,4750,3150,1034.29781420765
"Model",1950,548,658,1070,1050,1420,1750,1430,1160,1040,783,694,617,2350,2830,3230,2680,1970,1760,1270,1340,1410,1340,1630,1660,200,455,204,463,213,489,264,625,523,845,288,1988,360,506,1370,4950,11000,510,1300,1260,2640,2720,5770,5280,7820,5250,4380,2330,1850,1410,1520,48000,18800,33100,15700,18300,10200,7090,4700,5990,3310,924.098092330869
"Pct. Error",-3.72,10.2,12.7,-13.5,-34.4,-9.23,-13.6,7.14,17.1,6.31,8.63,-1.31,-5.11,-6.33,-13.7,-14.9,-2.29,6.19,5.38,8.63,-7.2,-5.22,-11.7,0.61,2.92,29.3,6.38,31.5,8.32,32.8,6.68,33.7,4.43,0.191,15.5,20.4,0,9.32,4.89,1.44,-9.03,-18.3,8.6,-7.44,12.5,36.2,29.4,-21.7,13,2.98,4.55,-12.6,4.12,20.3,35.9,21.2,17,-2.73,-6.77,-31.9,-7.02,-30.6,-8.08,-16,-26.1,-5.08,10.7
