"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",253,62,62,94,117,196,218,198,144,116,83,80,67,321,470,472,380,296,224,173,134,107,99.8,144,228,39,56,40,56.7,40.7,58.7,49.6,65.8,53.2,84.1,47.1,1988,49,60,152,731,1500,32.2,149,118,222,792,965,1430,1250,663,733,399,281,228,168,7040,2810,4180,1880,2690,1220,1170,653,789,444,118.863387978142
"Model",253,43.5,61.2,87.7,140,213,231,172,127,101,65.9,58.2,51.3,343,480,475,366,252,203,146,135,116,123,166,243,8.17,22.7,8.81,24.1,9.72,26.4,13.3,41.9,37.3,77.6,12.6,1985,17.8,35,167,677,1480,56,155,113,238,367,1080,1060,1420,649,539,314,250,184,151,5950,2580,4010,1750,2440,1080,1400,640,931,538,106.038257910175
"Pct. Error",0,29.8,1.29,6.7,-19.7,-8.67,-5.96,13.1,11.8,12.9,20.6,27.2,23.4,-6.85,-2.13,-0.636,3.68,14.9,9.38,15.6,-0.746,-8.41,-23.2,-15.3,-6.58,79.1,59.5,78,57.5,76.1,55,73.2,36.3,29.9,7.73,73.2,100,63.7,41.7,-9.87,7.39,1.33,-73.9,-4.03,4.24,-7.21,53.7,-11.9,25.9,-13.6,2.11,26.5,21.3,11,19.3,10.1,15.5,8.19,4.07,6.91,9.29,11.5,-19.7,1.99,-18,-21.2,10.8
