"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",294,35,39,72,118,173,207,206,121,78.7,55,44,37,427,562,566,449,372,230,152,115,89.2,92.2,184,304,17,26,18,27,21,27.7,25.1,35.3,31.5,62.8,22.5,1988,26,32,156,945,2240,21.2,134,94,319,1210,1560,1870,1580,928,1210,410,274,226,129,12700,4370,5840,2760,3040,1830,1330,880,951,572,135.046448087432
"Model",290,36,75.8,94.1,148,212,242,172,117,65.6,37.3,46.5,37.1,409,560,545,401,292,223,144,137,138,149,201,296,5.07,16.3,5.4,18,6.16,20.4,14.2,36.6,31.7,76.1,8.6,1988,13.2,27.1,181,850,1970,27,160,128,359,434,1330,1320,1630,847,633,435,197,210,155,5940,3130,4540,2160,2470,1370,1590,729,1030,573,117.244987007801
"Pct. Error",1.36,-2.86,-94.4,-30.7,-25.4,-22.5,-16.9,16.5,3.31,16.6,32.2,-5.68,-0.27,4.22,0.356,3.71,10.7,21.5,3.04,5.26,-19.1,-54.7,-61.6,-9.24,2.63,70.2,37.3,70,33.3,70.7,26.4,43.4,-3.68,-0.635,-21.2,61.8,0,49.2,15.3,-16,10.1,12.1,-27.4,-19.4,-36.2,-12.5,64.1,14.7,29.4,-3.16,8.73,47.7,-6.1,28.1,7.08,-20.2,53.2,28.4,22.3,21.7,18.8,25.1,-19.5,17.2,-8.31,-0.175,13.2
