"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",126,272,-116
"Feb. High Flow",955,1240,-29.8
"Mar. High Flow",1250,1140,8.8
"Apr. High Flow",1820,1300,28.6
"May High Flow",3640,2700,25.8
"Jun. High Flow",2040,1710,16.2
"Jul. High Flow",1300,1330,-2.31
"Aug. High Flow",1320,1440,-9.09
"Sep. High Flow",508,490,3.54
"Oct. High Flow",437,374,14.4
"Nov. High Flow",363,505,-39.1
"Dec. High Flow",246,227,7.72
