"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",1.99,12.9,-548
"5% Non-Exceedance",4.21,12.9,-206
"50% Non-Exceedance",23,117,-409
"95% Non-Exceedance",697,669,4.02
"99% Non-Exceedance",2000,1360,32
"Sept. 10% Non-Exceedance",12.9,6.49,49.7
