"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",10400,8880,14.6
"Med. 1 Day Max",4840,3780,21.9
"Max. 3 Day Max",6920,6440,6.94
"Med. 3 Day Max",3430,2770,19.2
"Max. 7 Day Max",4480,3840,14.3
"Med. 7 Day Max",2200,1810,17.7
"Max. 30 Day Max",2000,2300,-15
"Med. 30 Day Max",1160,1140,1.72
"Max. 90 Day Max",1330,1530,-15
"Med. 90 Day Max",891,830,6.85
