"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",469,97,111,183,210,339,373,378,289,182,131,122,100,616,826,806,730,599,407,300,225,202,176,306,459,65,83,65,84,66.9,88.6,86.3,101,96.2,174,71.5,1988,79,93,312,1310,2670,64.4,266,205,526,1450,1650,2640,2080,1420,1530,802,596,362,285,10400,4840,6920,3430,4480,2200,2000,1160,1330,891,245.289617486339
"Model",465,88.4,152,196,270,297,407,294,204,181,119,117,92,613,834,854,641,461,369,270,265,231,242,348,476,14.2,50.4,14.6,53.6,16.2,59.7,33.8,71,96.8,156,25.4,1988,39.3,72.2,315,1270,2590,83,277,239,597,957,1950,2130,2670,1180,1070,589,468,308,323,8880,3780,6440,2770,3840,1810,2300,1140,1530,830,223.346685049395
"Pct. Error",0.853,8.87,-36.9,-7.1,-28.6,12.4,-9.12,22.2,29.4,0.549,9.16,4.1,8,0.487,-0.969,-5.96,12.2,23,9.34,10,-17.8,-14.4,-37.5,-13.7,-3.7,78.2,39.3,77.5,36.2,75.8,32.6,60.8,29.7,-0.624,10.3,64.5,0,50.3,22.4,-0.962,3.05,3,-28.9,-4.14,-16.6,-13.5,34,-18.2,19.3,-28.4,16.9,30.1,26.6,21.5,14.9,-13.3,14.6,21.9,6.94,19.2,14.3,17.7,-15,1.72,-15,6.85,8.95
