"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",302,287,4.97
"Jan. Mean Flow",409,405,0.978
"Feb. Mean Flow",545,531,2.57
"Mar. Mean Flow",594,544,8.42
"Apr. Mean Flow",501,396,21
"May Mean Flow",383,307,19.8
"Jun. Mean Flow",237,237,0
"Jul. Mean Flow",132,138,-4.55
"Aug. Mean Flow",102,112,-9.8
"Sep. Mean Flow",121,146,-20.7
"Oct. Mean Flow",113,148,-31
"Nov. Mean Flow",199,200,-0.503
"Dec. Mean Flow",300,301,-0.333
