"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",262,21,26,35,50,101,116,96,36,26,21,24,20.9,418,461,634,414,201,157,87.9,122,176,112,144,224,2.5,17,2.97,17.3,3.43,18,4.64,22.3,10,31.2,7.29,2002,7.6,14,65,1270,3020,1.01,75.9,112,224,515,1360,1410,2100,1410,392,138,119,102,130,9240,3930,7520,3370,4470,2390,2330,945,1450,501,21.5093698630137
"Model",269,8.4,69.8,106,177,269,225,210,31.1,35.1,18.3,6.39,7.71,426,457,601,452,177,179,92.2,86.5,208,165,163,230,0,2.86,-5.49e-13,3.11,-3.27e-13,3.2,0.157,9.35,3.57,24.7,0.000132,1986,0,3.4,151,934,2060,14,149,123,310,427,747,813,1160,1040,327,121,84.6,186,130,13300,3410,9540,2170,5380,1680,1880,731,1180,529,52.5819920872066
"Pct. Error",-2.67,60,-168,-203,-254,-166,-94,-119,13.6,-35,12.9,73.4,63.1,-1.91,0.868,5.21,-9.18,11.9,-14,-4.89,29.1,-18.2,-47.3,-13.2,-2.68,100,83.2,100,82,100,82.2,96.6,58.1,64.3,20.8,100,100,100,75.7,-132,26.5,31.8,-1290,-96.3,-9.82,-38.4,17.1,45.1,42.3,44.8,26.2,16.6,12.3,28.9,-82.4,0,-43.9,13.2,-26.9,35.6,-20.4,29.7,19.3,22.6,18.6,-5.59,-144
