"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",3140,900,1040,1450,1200,2220,2590,2520,2180,1730,1360,1110,879,3690,4270,4870,4470,3580,2980,2230,2050,2180,1990,2680,2790,446,823,457,874,501,914,653,1060,825,1540,641,2002,683,887,2240,7770,16800,818,1960,2860,5960,5300,8300,8630,12700,9720,7250,4550,3320,3200,3350,84700,30200,49600,20300,26400,13400,12000,6930,8580,5600,1495.89863013699
"Model",3300,802,1030,1770,1750,2630,3190,2430,2030,1750,1210,1110,965,3940,4910,5550,4680,3420,3000,2120,2150,2330,2140,2640,2790,274,710,279,731,287,764,376,925,838,1290,425,1988,550,786,2300,8460,18800,888,2220,1700,4650,4130,9010,7540,13900,9620,7800,4070,3130,2200,2470,65500,34100,40300,28500,25000,15900,13200,8000,9640,5600,1719.63491646564
"Pct. Error",-5.1,10.9,0.962,-22.1,-45.8,-18.5,-23.2,3.57,6.88,-1.16,11,0,-9.78,-6.78,-15,-14,-4.7,4.47,-0.671,4.93,-4.88,-6.88,-7.54,1.49,0,38.6,13.7,38.9,16.4,42.7,16.4,42.4,12.7,-1.58,16.2,33.7,100,19.5,11.4,-2.68,-8.88,-11.9,-8.56,-13.3,40.6,22,22.1,-8.55,12.6,-9.45,1.03,-7.59,10.5,5.72,31.2,26.3,22.7,-12.9,18.8,-40.4,5.3,-18.7,-10,-15.4,-12.4,0,-15
