"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",34500,49800,-44.3
"Med. 1 Day Max",8350,15000,-79.6
"Max. 3 Day Max",32700,45600,-39.4
"Med. 3 Day Max",8020,13100,-63.3
"Max. 7 Day Max",26100,31500,-20.7
"Med. 7 Day Max",7300,8530,-16.8
"Max. 30 Day Max",9190,10100,-9.9
"Med. 30 Day Max",4040,3870,4.21
"Max. 90 Day Max",5420,5610,-3.51
"Med. 90 Day Max",3020,2600,13.9
