"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",418,163,187,226,255,270,356,345,284,271,204,173,157,474,480,565,547,430,405,338,337,344,313,401,388,74.7,142,76.5,144,83.3,154,101,174,137,233,102,2002,108,138,329,908,1860,135,291,477,1010,954,936,995,1280,1020,659,645,660,601,556,15400,3330,7700,2260,4080,1710,1560,890,1000,683,214.818630136986
"Model",422,140,156,223,218,294,347,302,258,220,189,171,143,502,570,637,560,428,394,295,310,343,317,371,350,60,111,61,112,63.3,116,73.8,148,128,216,83.7,2001,96,126,299,1080,2420,138,271,415,727,636,1210,1110,1750,1140,911,484,465,413,510,11100,5200,8060,3410,4330,1990,1800,928,1350,698,231.531350832479
"Pct. Error",-0.957,14.1,16.6,1.33,14.5,-8.89,2.53,12.5,9.15,18.8,7.35,1.16,8.92,-5.91,-18.8,-12.7,-2.38,0.465,2.72,12.7,8.01,0.291,-1.28,7.48,9.79,19.7,21.8,20.3,22.2,24,24.7,26.9,14.9,6.57,7.3,17.9,100,11.1,8.7,9.12,-18.9,-30.1,-2.22,6.87,13,28,33.3,-29.3,-11.6,-36.7,-11.8,-38.2,25,29.5,31.3,8.27,27.9,-56.2,-4.68,-50.9,-6.13,-16.4,-15.4,-4.27,-35,-2.2,-7.78
