"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",418,422,-0.957
"Jan. Mean Flow",474,502,-5.91
"Feb. Mean Flow",480,570,-18.8
"Mar. Mean Flow",565,637,-12.7
"Apr. Mean Flow",547,560,-2.38
"May Mean Flow",430,428,0.465
"Jun. Mean Flow",405,394,2.72
"Jul. Mean Flow",338,295,12.7
"Aug. Mean Flow",337,310,8.01
"Sep. Mean Flow",344,343,0.291
"Oct. Mean Flow",313,317,-1.28
"Nov. Mean Flow",401,371,7.48
"Dec. Mean Flow",388,350,9.79
