"","USGS Gage","Model","Pct. Error"
"Jan. Low Flow",54,33.9,37.2
"Feb. Low Flow",60,43.5,27.5
"Mar. Low Flow",70,62.1,11.3
"Apr. Low Flow",75,79,-5.33
"May Low Flow",91,99.7,-9.56
"Jun. Low Flow",96,102,-6.25
"Jul. Low Flow",94,85.2,9.36
"Aug. Low Flow",97,71.4,26.4
"Sep. Low Flow",73,59.4,18.6
"Oct. Low Flow",67.7,45.1,33.4
"Nov. Low Flow",56,42.8,23.6
"Dec. Low Flow",50,36.9,26.2
