"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",42.8,12.1,71.7
"5% Non-Exceedance",59.5,36.9,38
"50% Non-Exceedance",191,225,-17.8
"95% Non-Exceedance",1120,1120,0
"99% Non-Exceedance",2900,3080,-6.21
"Sept. 10% Non-Exceedance",30.9,56,-81.2
