"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",7620,8340,-9.45
"Med. 1 Day Max",2850,4170,-46.3
"Max. 3 Day Max",3880,4710,-21.4
"Med. 3 Day Max",2130,2740,-28.6
"Max. 7 Day Max",2190,2680,-22.4
"Med. 7 Day Max",1420,1600,-12.7
"Max. 30 Day Max",1120,1420,-26.8
"Med. 30 Day Max",706,695,1.56
"Max. 90 Day Max",767,944,-23.1
"Med. 90 Day Max",513,505,1.56
