"","USGS Gage","Model","Pct. Error"
"Jan. Low Flow",62,43.5,29.8
"Feb. Low Flow",62,61.2,1.29
"Mar. Low Flow",94,87.7,6.7
"Apr. Low Flow",117,140,-19.7
"May Low Flow",196,213,-8.67
"Jun. Low Flow",218,231,-5.96
"Jul. Low Flow",198,172,13.1
"Aug. Low Flow",144,127,11.8
"Sep. Low Flow",116,101,12.9
"Oct. Low Flow",83,65.9,20.6
"Nov. Low Flow",80,58.2,27.2
"Dec. Low Flow",67,51.3,23.4
