"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",49,17.8,63.7
"5% Non-Exceedance",60,35,41.7
"50% Non-Exceedance",152,167,-9.87
"95% Non-Exceedance",731,677,7.39
"99% Non-Exceedance",1500,1480,1.33
"Sept. 10% Non-Exceedance",32.2,56,-73.9
