"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",7040,5950,15.5
"Med. 1 Day Max",2810,2580,8.19
"Max. 3 Day Max",4180,4010,4.07
"Med. 3 Day Max",1880,1750,6.91
"Max. 7 Day Max",2690,2440,9.29
"Med. 7 Day Max",1220,1080,11.5
"Max. 30 Day Max",1170,1400,-19.7
"Med. 30 Day Max",653,640,1.99
"Max. 90 Day Max",789,931,-18
"Med. 90 Day Max",444,538,-21.2
