"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",159,97.6,38.6
"Feb. High Flow",226,225,0.442
"Mar. High Flow",237,211,11
"Apr. High Flow",328,380,-15.9
"May High Flow",334,252,24.6
"Jun. High Flow",467,778,-66.6
"Jul. High Flow",330,332,-0.606
"Aug. High Flow",343,281,18.1
"Sep. High Flow",275,160,41.8
"Oct. High Flow",178,108,39.3
"Nov. High Flow",250,97.5,61
"Dec. High Flow",175,111,36.6
