"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",701,705,-0.571
"Jan. Mean Flow",1010,1010,0
"Feb. Mean Flow",1360,1430,-5.15
"Mar. Mean Flow",1340,1310,2.24
"Apr. Mean Flow",1110,968,12.8
"May Mean Flow",826,717,13.2
"Jun. Mean Flow",567,513,9.52
"Jul. Mean Flow",352,355,-0.852
"Aug. Mean Flow",294,327,-11.2
"Sep. Mean Flow",215,301,-40
"Oct. Mean Flow",222,335,-50.9
"Nov. Mean Flow",435,480,-10.3
"Dec. Mean Flow",738,756,-2.44
