"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",701,91,94.1,201,270,481,488,441,307,189,153,114,93,1010,1360,1340,1110,826,567,352,294,215,222,435,738,39,70,44,70.3,49,72.9,62.7,90.8,83.4,172,55.4,1988,60.7,83,371,2270,5020,56.1,333,215,1260,2500,3210,5120,3530,1940,2750,1050,787,533,346,20100,8530,11400,6190,6930,4030,3410,2050,2210,1430,287.448087431694
"Model",705,87,179,250,397,492,588,399,246,193,117,123,83.7,1010,1430,1310,968,717,513,355,327,301,335,480,756,8.23,35.8,8.67,38.7,10.1,45.7,27.7,74.5,69.8,191,18.4,1988,34.1,74.2,424,2080,5000,69,376,355,925,1310,3530,3260,4000,1800,1670,941,494,480,355,19200,8200,13300,5150,7230,3400,4060,1930,2730,1410,292.29859210089
"Pct. Error",-0.571,4.4,-90.2,-24.4,-47,-2.29,-20.5,9.52,19.9,-2.12,23.5,-7.89,10,0,-5.15,2.24,12.8,13.2,9.52,-0.852,-11.2,-40,-50.9,-10.3,-2.44,78.9,48.9,80.3,45,79.4,37.3,55.8,18,16.3,-11,66.8,0,43.8,10.6,-14.3,8.37,0.398,-23,-12.9,-65.1,26.6,47.6,-9.97,36.3,-13.3,7.22,39.3,10.4,37.2,9.94,-2.6,4.48,3.87,-16.7,16.8,-4.33,15.6,-19.1,5.85,-23.5,1.4,-1.69
